 bare coating, constant channel, iterate over lens_dia, well_diff, det_rad, n_well (pdms =1.43 and silicon = 3.45), n_oil (pdms=1.43, oil=1.52), n_lens (1.76, 2.1),,,,,,,,,,,
 EMISSION (um), N_WELL , N_OIL, N_LENS, COAT_REFL, LENS_DIA (um), EFF (um), BFL (um), CHAN WIDTH (um), WELL HEIGHT (um), WELL DIFF HEIGHT (um), WELL WIDTH (um), SLIDE_HEIGHT (um), AIR_GAP (um), WD (um), DET_RAD (um), \NUMBEROFRAYS.\, \RAYS_AREA.\, \BASENUMBEROFRAYS.\, \BASERAYS_AREA.\  ,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,216.666666,0,22,0,0.000149173,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,230.555555,0,24,0,0.000143718,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,244.444444,0,27,0,0.000143831,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,258.333333,0,31,0,0.00014786,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,272.222222,0,38,0,0.000163225,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,286.111111,0,41,0,0.000159428,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,300,0,49,0,0.000173302,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,197.8947368,57.89473684,280,50,2,387.8,50,0,6,0,0.000763944,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,50,0,4,0,0.000509296,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,63.8888888,0,6,0,0.000467898,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,77.7777777,0,10,0,0.000526186,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,91.6666666,0,14,0,0.000530342,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,105.555555,0,21,0,0.00059994,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,119.444444,0,21,0,0.000468531,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,133.333333,0,21,0,0.000376004,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,147.222222,0,21,0,0.000308406,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,161.111111,0,21,0,0.000257525,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,175,0,21,0,0.00021827,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,188.888888,0,21,0,0.000187351,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,202.777777,0,21,0,0.000162566,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,216.666666,0,21,0,0.000142392,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,230.555555,0,21,0,0.000125753,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,244.444444,0,21,0,0.000111869,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,258.333333,0,22,0,0.000104933,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,272.222222,0,24,0,0.00010309,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,286.111111,0,27,0,0.000104989,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,300,0,32,0,0.000113177,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,234.7368421,74.73684211,320,50,2,444.7,50,0,4,0,0.000509296,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,50,0,4,0,0.000509296,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,63.8888888,0,6,0,0.000467898,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,77.7777777,0,9,0,0.000473568,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,91.6666666,0,13,0,0.00049246,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,105.555555,0,21,0,0.00059994,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,119.444444,0,31,0,0.00069164,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,133.333333,0,31,0,0.000555053,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,147.222222,0,31,0,0.000455266,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,161.111111,0,31,0,0.000380155,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,175,0,31,0,0.000322208,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,188.888888,0,31,0,0.000276566,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,202.777777,0,31,0,0.000239978,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,216.666666,0,31,0,0.000210198,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,230.555555,0,32,0,0.000191624,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,244.444444,0,32,0,0.000170467,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,258.333333,0,32,0,0.00015263,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,272.222222,0,32,0,0.000137453,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,286.111111,0,33,0,0.00012832,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,300,0,36,0,0.000127324,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,271.5789474,91.57894737,360,50,2,501.5,50,0,4,0,0.000509296,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,50,0,3,0,0.000381972,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,63.8888888,0,5,0,0.000389915,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,77.7777777,0,6,0,0.000315712,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,91.6666666,0,9,0,0.000340934,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,105.555555,0,13,0,0.000371391,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,119.444444,0,23,0,0.000513152,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,133.333333,0,31,0,0.000555053,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,147.222222,0,31,0,0.000455266,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,161.111111,0,31,0,0.000380155,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,175,0,31,0,0.000322208,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,188.888888,0,31,0,0.000276566,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,202.777777,0,31,0,0.000239978,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,216.666666,0,31,0,0.000210198,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,230.555555,0,31,0,0.000185635,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,244.444444,0,32,0,0.000170467,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,258.333333,0,32,0,0.00015263,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,272.222222,0,32,0,0.000137453,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,286.111111,0,32,0,0.000124432,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,300,0,32,0,0.000113177,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,308.4210526,108.4210526,400,50,2,558.4,50,0,3,0,0.000381972,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,63.8888888,0,4,0,0.000311932,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,77.7777777,0,5,0,0.000263093,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,91.6666666,0,6,0,0.000227289,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,105.555555,0,10,0,0.000285686,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,119.444444,0,14,0,0.000312354,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,133.333333,0,27,0,0.000483434,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,147.222222,0,33,0,0.000484638,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,161.111111,0,33,0,0.000404682,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,175,0,33,0,0.000342995,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,188.888888,0,33,0,0.000294409,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,202.777777,0,33,0,0.00025546,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,216.666666,0,33,0,0.000223759,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,230.555555,0,33,0,0.000197612,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,244.444444,0,33,0,0.000175794,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,258.333333,0,35,0,0.000166939,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,272.222222,0,35,0,0.000150339,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,286.111111,0,35,0,0.000136097,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,300,0,35,0,0.000123787,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,345.2631579,125.2631579,440,50,2,615.2,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,50,0,3,0,0.000381972,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,63.8888888,0,4,0,0.000311932,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,77.7777777,0,5,0,0.000263093,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,91.6666666,0,8,0,0.000303052,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,105.555555,0,15,0,0.000428528,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,119.444444,0,19,0,0.000423909,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,133.333333,0,24,0,0.000429719,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,147.222222,0,36,0,0.000528696,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,161.111111,0,41,0,0.000502786,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,175,0,41,0,0.000426146,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,188.888888,0,41,0,0.000365781,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,202.777777,0,41,0,0.00031739,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,216.666666,0,41,0,0.000278003,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,230.555555,0,41,0,0.000245518,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,244.444444,0,41,0,0.000218411,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,258.333333,0,41,0,0.000195557,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,272.222222,0,41,0,0.000176111,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,286.111111,0,41,0,0.000159428,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,300,0,42,0,0.000148545,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,382.1052632,142.1052632,480,50,2,672.1,50,0,3,0,0.000381972,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,50,0,0,0,0,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,63.8888888,0,2,0,0.000155966,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,77.7777777,0,3,0,0.000157856,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,91.6666666,0,4,0,0.000151526,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,105.555555,0,5,0,0.000142843,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,119.444444,0,8,0,0.000178488,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,133.333333,0,13,0,0.000232764,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,147.222222,0,18,0,0.000264348,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,161.111111,0,37,0,0.000453734,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,175,0,37,0,0.000384571,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,188.888888,0,37,0,0.000330095,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,202.777777,0,37,0,0.000286425,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,216.666666,0,37,0,0.000250881,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,230.555555,0,37,0,0.000221565,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,244.444444,0,38,0,0.000202429,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,258.333333,0,38,0,0.000181248,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,272.222222,0,38,0,0.000163225,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,286.111111,0,39,0,0.000151651,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,300,0,39,0,0.000137934,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,418.9473684,158.9473684,520,50,2,728.9,50,0,0,0,0,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,63.8888888,0,3,0,0.000233949,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,77.7777777,0,4,0,0.000210474,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,91.6666666,0,5,0,0.000189408,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,105.555555,0,6,0,0.000171411,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,119.444444,0,8,0,0.000178488,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,133.333333,0,9,0,0.000161145,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,147.222222,0,12,0,0.000176232,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,161.111111,0,16,0,0.000196209,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,175,0,31,0,0.000322208,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,188.888888,0,31,0,0.000276566,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,202.777777,0,31,0,0.000239978,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,216.666666,0,31,0,0.000210198,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,230.555555,0,31,0,0.000185635,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,244.444444,0,31,0,0.00016514,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,258.333333,0,31,0,0.00014786,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,272.222222,0,31,0,0.000133157,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,286.111111,0,31,0,0.000120543,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,300,0,31,0,0.00010964,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,455.7894737,175.7894737,560,50,2,785.7,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,63.8888888,0,4,0,0.000311932,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,77.7777777,0,5,0,0.000263093,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,91.6666666,0,6,0,0.000227289,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,105.555555,0,10,0,0.000285686,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,119.444444,0,11,0,0.000245421,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,133.333333,0,14,0,0.000250669,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,147.222222,0,16,0,0.000234976,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,161.111111,0,18,0,0.000220735,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,175,0,23,0,0.000239057,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,188.888888,0,35,0,0.000312252,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,202.777777,0,35,0,0.000270943,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,216.666666,0,35,0,0.00023732,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,230.555555,0,35,0,0.000209588,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,244.444444,0,35,0,0.000186448,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,258.333333,0,35,0,0.000166939,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,272.222222,0,35,0,0.000150339,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,286.111111,0,35,0,0.000136097,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,300,0,36,0,0.000127324,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,492.6315789,192.6315789,600,50,2,842.6,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,50,0,21,0,0.002673805,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,63.8888888,0,21,0,0.001637643,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,77.7777777,0,22,0,0.00115761,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,91.6666666,0,22,0,0.000833394,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,105.555555,0,23,0,0.000657077,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,119.444444,0,25,0,0.000557774,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,133.333333,0,28,0,0.000501338,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,147.222222,0,36,0,0.000528696,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,161.111111,0,41,0,0.000502786,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,175,0,50,0,0.00051969,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,188.888888,0,50,0,0.000446075,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,202.777777,0,50,0,0.000387061,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,216.666666,0,51,0,0.000345809,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,230.555555,0,51,0,0.0003054,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,244.444444,0,51,0,0.000271682,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,258.333333,0,51,0,0.000243254,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,272.222222,0,51,0,0.000219065,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,286.111111,0,51,0,0.000198313,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,300,0,51,0,0.000180376,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,75,2,195,50,0,21,0,0.002673805,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,50,0,30,0,0.003819722,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,63.8888888,0,30,0,0.002339489,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,77.7777777,0,30,0,0.001578559,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,91.6666666,0,30,0,0.001136446,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,105.555555,0,30,0,0.000857057,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,119.444444,0,30,0,0.000669329,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,133.333333,0,30,0,0.000537148,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,147.222222,0,30,0,0.00044058,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,161.111111,0,31,0,0.000380155,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,75,2,235,175,0,35,0,0.000363783,
