 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 2.1           , .00936613693, .0003568, 0    , 17600.89, 25          , 44.00224215246, 2                 , 20               , 15.625    , 9                   , 55             , .899999899999999963, 5.5               
 EM_WAVE,.59       ,AIR_GAP, 2          
          
 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 1.7           , .00624754064, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 69             , .800000000000000044, 6.9000000000000003
 1.7           , .00691480510, .0003254, 0    , 19299.32, 25          , 48.24830977258, 2                 , 20               , 15.625    , 10                  , 58             , .999999900000000052, 5.7999999999999998
 1.7           , .00758207264, .0003568, 0    , 17600.89, 25          , 44.00224215246, 2                 , 20               , 15.625    , 9                   , 55             , .899999899999999963, 5.5               
 1.7           , .00824934356, .0003882, 0    , 16177.22, 25          , 40.44307058217, 2                 , 20               , 15.625    , 9                   , 68             , .899999899999999963, 6.7999999999999998
 1.7           , .00891661815, .0004196, 0    , 14966.63, 25          , 37.41658722592, 2                 , 20               , 15.625    , 8                   , 61             , .800000000000000044, 6.0999999999999996
 1.7           , .00958389671, .000451 , 0    , 13924.61, 25          , 34.81152993348, 2                 , 20               , 15.625    , 9                   , 56             , .899999899999999963, 5.5999999999999996
 1.7           , .01025117954, .0004824, 0    , 13018.24, 25          , 32.54560530679, 2                 , 20               , 15.625    , 9                   , 61             , .899999899999999963, 6.0999999999999996
 1.7           , .01091846693, .0005138, 0    , 12222.65, 25          , 30.55663682366, 2                 , 20               , 15.625    , 9                   , 61             , .899999899999999963, 6.0999999999999996
 1.7           , .01158575919, .0005452, 0    , 11518.7 , 25          , 28.79677182685, 2                 , 20               , 15.625    , 10                  , 64             , .999999900000000052, 6.4000000000000003
 1.7           , .01225305660, .0005766, 0    , 10891.43, 25          , 27.22858133888, 2                 , 20               , 15.625    , 11                  , 62             , 1.10000000000000008, 6.2000000000000001
 1.7           , .01292035947, .000608 , 0    , 10328.94, 25          , 25.82236842105, 2                 , 20               , 15.625    , 12                  , 60             , 1.19999999999999995, 6                 
 1.7           , .00758207264, .0003568, 0    , 17600.89, 25          , 44.00224215246, 2                 , 20               , 15.625    , 9                   , 55             , .899999899999999963, 5.5               
 EM_WAVE,.59       ,AIR_GAP, 2          
          
 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 1.5           , .00551252791, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 30             , .800000000000000044, 3                 
 1.56          , .00573303140, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 49             , .800000000000000044, 4.9000000000000003
 1.62          , .00595353517, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 52             , .800000000000000044, 5.2000000000000001
 1.68          , .00617403922, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 66             , .800000000000000044, 6.5999999999999996
 1.74          , .00639454357, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 61             , .800000000000000044, 6.0999999999999996
 1.8           , .00661504824, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 55             , .800000000000000044, 5.5               
 1.86          , .00683555323, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 52             , .800000000000000044, 5.2000000000000001
 1.92          , .00705605855, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 54             , .800000000000000044, 5.4000000000000003
 1.98          , .00727656421, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 52             , .800000000000000044, 5.2000000000000001
 2.04          , .00749707023, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 59             , .800000000000000044, 5.9000000000000003
 2.1           , .00771757661, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 60             , .800000000000000044, 6                 
 1.5           , .00551252791, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 20               , 15.625    , 8                   , 30             , .800000000000000044, 3                 
 EM_WAVE,.59       ,AIR_GAP, 2          
          
 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 1                , 15.625    , 8                   , 92             , .800000000000000044, 9.199999          
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 11               , 15.625    , 8                   , 77             , .800000000000000044, 7.7000000000000001
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 21               , 15.625    , 9                   , 57             , .899999899999999963, 5.7000000000000001
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 31               , 15.625    , 5                   , 37             , .5                 , 3.7000000000000001
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 41               , 15.625    , 4                   , 21             , .400000000000000022, 2.1               
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 51               , 15.625    , 4                   , 23             , .400000000000000022, 2.2999999999999998
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 61               , 15.625    , 3                   , 21             , .299999999999999988, 2.1               
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 71               , 15.625    , 4                   , 13             , .400000000000000022, 1.3               
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 81               , 15.625    , 4                   , 9              , .400000000000000022, .89999989999999996
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 91               , 15.625    , 4                   , 6              , .400000000000000022, .59999999999999997
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 101              , 15.625    , 3                   , 7              , .299999999999999988, .69999999999999995
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 2                 , 91               , 15.625    , 4                   , 6              , .400000000000000022, .59999999999999997
 EM_WAVE,.59       ,AIR_GAP, 2          
          
 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 1                 , 1                , 15.625    , 7                   , 109            , .699999999999999955, 10.9              
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 11                , 1                , 15.625    , 9                   , 75             , .899999899999999963, 7.5               
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 21                , 1                , 15.625    , 8                   , 33             , .800000000000000044, 3.2999999999999998
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 31                , 1                , 15.625    , 5                   , 20             , .5                 , 2                 
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 41                , 1                , 15.625    , 3                   , 14             , .299999999999999988, 1.3999999999999999
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 51                , 1                , 15.625    , 4                   , 13             , .400000000000000022, 1.3               
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 61                , 1                , 15.625    , 4                   , 4              , .400000000000000022, .40000000000000002
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 71                , 1                , 15.625    , 4                   , 7              , .400000000000000022, .69999999999999995
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 81                , 1                , 15.625    , 4                   , 3              , .400000000000000022, .29999999999999998
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 91                , 1                , 15.625    , 4                   , 3              , .400000000000000022, .29999999999999998
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 101               , 1                , 15.625    , 2                   , 1              , .200000000000000011, .09999998999999999
 1.75          , .00643129433, .000294 , 0    , 21360.54, 25          , 53.40136054421, 101               , 1                , 15.625    , 2                   , 1              , .200000000000000011, .09999998999999999
 EM_WAVE,.59       ,AIR_GAP, 2          
          
 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 1.75          , .00514502269, .000294 , 0    , 21360.54, 20          , 53.40136054421, 1                 , 1                , 12.5      , 7                   , 78             , .699999999999999955, 7.7999999999999998
 1.75          , .00771757661, .000294 , 0    , 21360.54, 30          , 53.40136054421, 1                 , 1                , 18.75     , 12                  , 135            , 1.19999999999999995, 13.5              
 1.75          , .0102901816 , .000294 , 0    , 21360.54, 40          , 53.40136054421, 1                 , 1                , 25        , 21                  , 151            , 2.10000000000000008, 15.099999999999999
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 53.40136054421, 1                 , 1                , 31.25     , 32                  , 157            , 3.20000000000000017, 15.699999999999999
 1.75          , .01543561293, .000294 , 0    , 21360.54, 60          , 53.40136054421, 1                 , 1                , 37.5      , 50                  , 168            , 5                  , 16.8              
 1.75          , .01800847335, .000294 , 0    , 21360.54, 70          , 53.40136054421, 1                 , 1                , 43.75     , 68                  , 176            , 6.79999999999999982, 17.600000000000001
 1.75          , .02058145300, .000294 , 0    , 21360.54, 80          , 53.40136054421, 1                 , 1                , 50        , 88                  , 187            , 8.79999899999999968, 18.699999999999999
 1.75          , .02315456893, .000294 , 0    , 21360.54, 90          , 53.40136054421, 1                 , 1                , 56.25     , 103                 , 198            , 10.3000000000000007, 19.8              
 1.75          , .02572783820, .000294 , 0    , 21360.54, 100         , 53.40136054421, 1                 , 1                , 62.5      , 112                 , 201            , 11.1999999999999992, 20.100000000000001
 1.75          , .02830127789, .000294 , 0    , 21360.54, 110         , 53.40136054421, 1                 , 1                , 68.75     , 123                 , 220            , 12.3000000000000007, 22                
 1.75          , .03087490506, .000294 , 0    , 21360.54, 120         , 53.40136054421, 1                 , 1                , 75        , 131                 , 210            , 13.0999999999999996, 21                
 1.75          , .00514502269, .000294 , 0    , 21360.54, 20          , 53.40136054421, 1                 , 1                , 12.5      , 7                   , 78             , .699999999999999955, 7.7999999999999998
 EM_WAVE,.59       ,AIR_GAP, 2          
          
 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 32.04081632653, 1                 , 1                , 31.25     , 71                  , 143            , 7.09999999999999964, 14.3              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 42.72108843537, 1                 , 1                , 31.25     , 50                  , 142            , 5                  , 14.199999999999999
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 53.40136054421, 1                 , 1                , 31.25     , 32                  , 157            , 3.20000000000000017, 15.699999999999999
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 64.08163265306, 1                 , 1                , 31.25     , 26                  , 134            , 2.60000000000000008, 13.4              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 74.7619047619 , 1                 , 1                , 31.25     , 20                  , 156            , 2                  , 15.599999999999999
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 85.44217687074, 1                 , 1                , 31.25     , 16                  , 150            , 1.60000000000000008, 15                
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 96.12244897959, 1                 , 1                , 31.25     , 12                  , 133            , 1.19999999999999995, 13.3              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 106.8027210884, 1                 , 1                , 31.25     , 11                  , 148            , 1.10000000000000008, 14.8              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 96.12244897959, 1                 , 1                , 31.25     , 12                  , 133            , 1.19999999999999995, 13.3              
 EM_WAVE,.59       ,AIR_GAP, 2          
          
 description: 2/6/15, http://fp.optics.arizona.edu/Nofziger/OPTI%20202L/MG%20Gradient-Index_lenses.pdf
 N_LENS_CORE, ANGLE (rad), SQRTA, A0, PITCH (um), LENS_DIA (um), LENS_HEIGHT (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), DET_RAD (um), BASENUMBEROFRAYS, NUMBEROFRAYS,  BASEFLUXDETECTED, FLUXDETECTED    
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 42.72108843537, 1                 , 1                , 31.25     , 50                  , 142            , 5                  , 14.199999999999999
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 44.85714285714, 1                 , 1                , 31.25     , 52                  , 145            , 5.20000000000000017, 14.5              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 46.99319727891, 1                 , 1                , 31.25     , 47                  , 146            , 4.70000000000000017, 14.599999999999999
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 49.12925170068, 1                 , 1                , 31.25     , 46                  , 143            , 4.59999999999999964, 14.3              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 51.26530612244, 1                 , 1                , 31.25     , 39                  , 129            , 3.89999999999999991, 12.9              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 53.40136054421, 1                 , 1                , 31.25     , 32                  , 157            , 3.20000000000000017, 15.699999999999999
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 55.53741496598, 1                 , 1                , 31.25     , 31                  , 153            , 3.10000000000000008, 15.3              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 57.67346938775, 1                 , 1                , 31.25     , 31                  , 153            , 3.10000000000000008, 15.3              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 59.80952380952, 1                 , 1                , 31.25     , 31                  , 155            , 3.10000000000000008, 15.5              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 61.94557823129, 1                 , 1                , 31.25     , 26                  , 144            , 2.60000000000000008, 14.4              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 64.08163265306, 1                 , 1                , 31.25     , 26                  , 134            , 2.60000000000000008, 13.4              
 1.75          , .01286285469, .000294 , 0    , 21360.54, 50          , 51.26530612244, 1                 , 1                , 31.25     , 39                  , 129            , 3.89999999999999991, 12.9              
 EM_WAVE,.59       ,AIR_GAP, 2          
          
