    
   BASELINE = 1    , complete set with tolerances for, detector distribution, bare channel, constant laser position
   EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), TOL (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
   .0004    ,         25, 2.21      , 250        , 0     , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 1227         , 82518620     , 41.00956, -1    
 , , ,250        , 20    
 , ,, , , ,20              
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 20               , 322.083333, 53.30746, 449      , 0          , 36        , 0          , 0          , 3620        , 94.38021    , 103          , 6927067      , 11.64983, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 20               , 322.083333, 53.30746, 449      , 0          , 64        , 0          , 0          , 3620        , 94.38021    , 304          , 20444940     , 20.08236, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 20               , 322.083333, 53.30746, 449      , 0          , 100       , 0          , 0          , 3620        , 94.38021    , 1032         , 69405030     , 37.47677, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 20               , 322.083333, 53.30746, 449      , 0          , 144       , 0          , 0          , 3620        , 94.38021    , 1816         , 122131300    , 50.44638, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 20               , 322.083333, 53.30746, 449      , 0          , 196       , 0          , 0          , 3620        , 94.38021    , 1818         , 122265600    , 50.4761 , -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 20               , 322.083333, 53.30746, 449      , 0          , 256       , 0          , 0          , 3620        , 94.38021    , 1820         , 122400100    , 50.5058 , -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 20               , 322.083333, 53.30746, 449      , 0          , 324       , 0          , 0          , 3620        , 94.38021    , 1845         , 124081400    , 50.87606, -1    
 , ,, , , ,70              
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 70               , 372.083333, 49.41885, 449      , 0          , 36        , 0          , 0          , 748         , 4.298777    , 107          , 7196068      , 11.87468, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 70               , 372.083333, 49.41885, 449      , 0          , 64        , 0          , 0          , 748         , 4.298777    , 300          , 20175880     , 19.94844, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 70               , 372.083333, 49.41885, 449      , 0          , 100       , 0          , 0          , 748         , 4.298777    , 1218         , 81913990     , 40.85215, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 70               , 372.083333, 49.41885, 449      , 0          , 144       , 0          , 0          , 748         , 4.298777    , 1808         , 121593200    , 50.32738, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 70               , 372.083333, 49.41885, 449      , 0          , 196       , 0          , 0          , 748         , 4.298777    , 1809         , 121660400    , 50.34227, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 70               , 372.083333, 49.41885, 449      , 0          , 256       , 0          , 0          , 748         , 4.298777    , 1813         , 121929400    , 50.40178, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 70               , 372.083333, 49.41885, 449      , 0          , 324       , 16         , .0000514905, 795         , 4.524423    , 1858         , 124955700    , 51.06782, .24E13
 , ,, , , ,120             
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 120              , 422.083333, 45.93476, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 120              , 422.083333, 45.93476, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 120              , 422.083333, 45.93476, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 120              , 422.083333, 45.93476, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 120              , 422.083333, 45.93476, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 120              , 422.083333, 45.93476, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 120              , 422.083333, 45.93476, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
 , ,, , , ,170             
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 170              , 472.083333, 42.81724, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 170              , 472.083333, 42.81724, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 170              , 472.083333, 42.81724, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 170              , 472.083333, 42.81724, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 170              , 472.083333, 42.81724, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 170              , 472.083333, 42.81724, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 170              , 472.083333, 42.81724, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
 , ,, , , ,220             
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 220              , 522.083333, 40.02711, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 220              , 522.083333, 40.02711, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 220              , 522.083333, 40.02711, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 220              , 522.083333, 40.02711, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 220              , 522.083333, 40.02711, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 220              , 522.083333, 40.02711, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 220              , 522.083333, 40.02711, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
 , ,, , , ,270             
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 270              , 572.083333, 37.52672, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 270              , 572.083333, 37.52672, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 270              , 572.083333, 37.52672, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 270              , 572.083333, 37.52672, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 270              , 572.083333, 37.52672, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 270              , 572.083333, 37.52672, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 270              , 572.083333, 37.52672, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
 , ,, , , ,320             
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
   .0004    ,         25, 2.21      , 250        , 20    , 177.08 , 320              , 622.083333, 35.28135, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 1858         , 124955700    , 51.06782, -1    
    
   REFLECTIVE BOTTOM, BASELINE = 1    , complete set with tolerances for, detector distribution, bare channel, constant laser position
   EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), TOL (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        , 0     
 , ,, , , ,20              
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 25        , 0          , 0          , 5768        , 127.9583    , 36           , 2421087      , 6.879625, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 47.0204081, 0          , 0          , 5768        , 127.9583    , 113          , 7599523      , 12.2043 , -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 75.9387755, 0          , 0          , 5768        , 127.9583    , 276          , 18561660     , 19.12605, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 111.755102, 0          , 0          , 5768        , 127.9583    , 553          , 37190570     , 27.20205, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 154.469387, 0          , 0          , 5768        , 127.9583    , 905          , 60863400     , 35.01518, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 204.081632, 0          , 0          , 5768        , 127.9583    , 1386         , 93210740     , 43.71386, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 260.591836, 21         , .06297665  , 5772        , 128.1178    , 1997         , 134292500    , 53.08711, .21E10
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 20               , 295       , 55.5945 , 449      , 0          , 324       , 68         , .5880808   , 5744        , 124.0497    , 2291         , 154062400    , 57.19374, .261E9
 , ,, , , ,70              
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 25        , 0          , 0          , 5526        , 129.7633    , 28           , 1883064      , 6.066448, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 47.0204081, 0          , 0          , 5526        , 129.7633    , 95           , 6388967      , 11.18676, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 75.9387755, 0          , 0          , 5526        , 129.7633    , 244          , 16409560     , 17.97337, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 111.755102, 0          , 0          , 5526        , 129.7633    , 478          , 32146580     , 25.2574 , -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 154.469387, 0          , 0          , 5526        , 129.7633    , 747          , 50237430     , 31.72301, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 204.081632, 0          , 0          , 5526        , 129.7633    , 1164         , 78281270     , 39.89688, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 260.591836, 66         , .229027    , 5524        , 125.2004    , 1691         , 113716200    , 48.5627 , .496E9
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 70               , 345       , 51.47271, 449      , 0          , 324       , 247        , .5726543   , 5520        , 127.2224    , 2206         , 148343100    , 56.02715, .259E9
 , ,, , , ,120             
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 25        , 0          , 0          , 5201        , 127.0008    , 28           , 1883060      , 6.066448, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 47.0204081, 0          , 0          , 5201        , 127.0008    , 84           , 5649180      , 10.51724, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 75.9387755, 0          , 0          , 5201        , 127.0008    , 200          , 13450430     , 16.2602 , -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 111.755102, 0          , 0          , 5201        , 127.0008    , 381          , 25623060     , 22.5119 , -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 154.469387, 0          , 0          , 5201        , 127.0008    , 640          , 43041360     , 29.3081 , -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 204.081632, 0          , 0          , 5201        , 127.0008    , 946          , 63620480     , 35.82583, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 260.591836, 3          , .05830656  , 5201        , 127.0008    , 1400         , 94152150     , 43.94552, .16E10
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 120              , 395       , 47.77398, 449      , 0          , 324       , 178        , 1.294273   , 5299        , 133.2466    , 1902         , 127899300    , 51.71307, .988E8
 , ,, , , ,170             
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 25        , 0          , 0          , 5056        , 133.1771    , 11           , 739772.2     , 3.801269, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 47.0204081, 0          , 0          , 5056        , 133.1771    , 62           , 4169625      , 9.032298, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 75.9387755, 0          , 0          , 5056        , 133.1771    , 139          , 9348029      , 13.54164, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 111.755102, 0          , 0          , 5056        , 133.1771    , 275          , 18494300     , 19.09105, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 154.469387, 0          , 0          , 5056        , 133.1771    , 480          , 32280950     , 25.31106, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 204.081632, 0          , 0          , 5056        , 133.1771    , 767          , 51582260     , 32.15623, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 260.591836, 0          , 0          , 5056        , 133.1771    , 1112         , 74784150     , 38.95864, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 170              , 445       , 44.46276, 449      , 0          , 324       , 78         , .02476968  , 4970        , 129.9478    , 1577         , 106053400    , 46.79584, .42E10
 , ,, , , ,220             
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 25        , 0          , 0          , 4904        , 136.1743    , 13           , 874274.5     , 4.132553, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 47.0204081, 0          , 0          , 4904        , 136.1743    , 51           , 3429846      , 8.190446, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 75.9387755, 0          , 0          , 4904        , 136.1743    , 130          , 8742744      , 13.09392, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 111.755102, 0          , 0          , 4904        , 136.1743    , 269          , 18090750     , 18.87971, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 154.469387, 0          , 0          , 4904        , 136.1743    , 445          , 29927080     , 24.35608, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 204.081632, 0          , 0          , 4904        , 136.1743    , 672          , 45193230     , 30.04871, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 260.591836, 0          , 0          , 4904        , 136.1743    , 954          , 64158230     , 35.98215, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 220              , 495       , 41.50012, 449      , 0          , 324       , 0          , 0          , 4904        , 136.1743    , 1322         , 88905450     , 42.64206, -1    
 , ,, , , ,270             
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 25        , 0          , 0          , 4942        , 137.6108    , 18           , 1210531      , 4.863167, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 47.0204081, 0          , 0          , 4942        , 137.6108    , 49           , 3295335      , 8.027974, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 75.9387755, 0          , 0          , 4942        , 137.6108    , 104          , 6994181      , 11.70644, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 111.755102, 0          , 0          , 4942        , 137.6108    , 218          , 14660880     , 16.98132, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 154.469387, 0          , 0          , 4942        , 137.6108    , 359          , 24143370     , 21.84405, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 204.081632, 0          , 0          , 4942        , 137.6108    , 545          , 36652180     , 27.00082, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 260.591836, 0          , 0          , 4942        , 137.6108    , 795          , 53465090     , 32.75413, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 270              , 545       , 38.84731, 449      , 0          , 324       , 0          , 0          , 4942        , 137.6108    , 1127         , 75792260     , 39.23121, -1    
 , ,, , , ,320             
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 25        , 0          , 0          , 4847        , 143.1143    , 11           , 739767.7     , 3.801269, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 47.0204081, 0          , 0          , 4847        , 143.1143    , 37           , 2488310      , 6.974638, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 75.9387755, 0          , 0          , 4847        , 143.1143    , 93           , 6254399      , 11.06801, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 111.755102, 0          , 0          , 4847        , 143.1143    , 194          , 13046810     , 16.01282, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 154.469387, 0          , 0          , 4847        , 143.1143    , 330          , 22193020     , 20.93281, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 204.081632, 0          , 0          , 4847        , 143.1143    , 516          , 34701810     , 26.25942, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 260.591836, 0          , 0          , 4847        , 143.1143    , 727          , 48891880     , 31.28442, -1    
   .0004    ,         25, 1.76      , 150        , 0     , 200    , 320              , 595       , 36.4679 , 449      , 0          , 324       , 0          , 0          , 4847        , 143.1143    , 1029         , 69201800     , 37.42024, -1    
 , , ,250        , 0     
 , ,, , , ,20              
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 25        , 0          , 0          , 4921        , 131.523     , 22           , 1479542      , 5.376793, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 47.0204081, 0          , 0          , 4921        , 131.523     , 59           , 3967863      , 8.810623, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 75.9387755, 0          , 0          , 4921        , 131.523     , 143          , 9617024      , 13.73602, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 111.755102, 0          , 0          , 4921        , 131.523     , 265          , 17821760     , 18.73754, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 154.469387, 0          , 0          , 4921        , 131.523     , 428          , 28783810     , 23.87933, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 204.081632, 0          , 0          , 4921        , 131.523     , 673          , 45260520     , 30.07158, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 260.591836, 0          , 0          , 4921        , 131.523     , 977          , 65705060     , 36.42835, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 324       , 0          , 0          , 4921        , 131.523     , 1397         , 93950620     , 43.89596, -1    
 , ,, , , ,70              
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 25        , 0          , 0          , 4858        , 136.2315    , 11           , 739769.7     , 3.801269, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 47.0204081, 0          , 0          , 4858        , 136.2315    , 33           , 2219309      , 6.586409, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 75.9387755, 0          , 0          , 4858        , 136.2315    , 94           , 6321668      , 11.12754, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 111.755102, 0          , 0          , 4858        , 136.2315    , 204          , 13719360     , 16.42311, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 154.469387, 0          , 0          , 4858        , 136.2315    , 393          , 26429940     , 22.86838, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 204.081632, 0          , 0          , 4858        , 136.2315    , 590          , 39678530     , 28.11542, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 260.591836, 0          , 0          , 4858        , 136.2315    , 894          , 60123040     , 34.7949 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 324       , 0          , 0          , 4858        , 136.2315    , 1252         , 84198810     , 41.44425, -1    
 , ,, , , ,120             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 25        , 0          , 0          , 4876        , 140.0524    , 9            , 605264.9     , 3.438262, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 47.0204081, 0          , 0          , 4876        , 140.0524    , 30           , 2017550      , 6.27958 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 75.9387755, 0          , 0          , 4876        , 140.0524    , 79           , 5312880      , 10.19857, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 111.755102, 0          , 0          , 4876        , 140.0524    , 184          , 12374300     , 15.59202, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 154.469387, 0          , 0          , 4876        , 140.0524    , 327          , 21991280     , 20.83638, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 204.081632, 0          , 0          , 4876        , 140.0524    , 508          , 34163820     , 26.05145, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 260.591836, 0          , 0          , 4876        , 140.0524    , 770          , 51783730     , 32.22076, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 324       , 0          , 0          , 4876        , 140.0524    , 1099         , 73909020     , 38.7211 , -1    
 , ,, , , ,170             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 25        , 0          , 0          , 4826        , 145.9711    , 9            , 605263.7     , 3.438262, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 47.0204081, 0          , 0          , 4826        , 145.9711    , 27           , 1815791      , 5.957034, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 75.9387755, 0          , 0          , 4826        , 145.9711    , 66           , 4438600      , 9.319733, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 111.755102, 0          , 0          , 4826        , 145.9711    , 163          , 10962000     , 14.67011, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 154.469387, 0          , 0          , 4826        , 145.9711    , 284          , 19099430     , 19.4039 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 204.081632, 0          , 0          , 4826        , 145.9711    , 468          , 31473690     , 24.98749, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 260.591836, 0          , 0          , 4826        , 145.9711    , 665          , 44722220     , 29.88813, -1    
