    
   BASELINE = 1    , complete set with tolerances for, detector distribution, bare channel, constant laser position
   EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), TOL (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 324       , 0          , 0          , 5060        , 164.2828    , 659          , 44318780     , 29.74986, -1    
 , ,, , , ,320             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 25        , 0          , 0          , 5022        , 166.6456    , 107          , 7195924      , 11.87468, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 47.0204081, 0          , 0          , 5022        , 166.6456    , 337          , 22663810     , 21.15619, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 75.9387755, 0          , 0          , 5022        , 166.6456    , 529          , 35576130     , 26.59414, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 111.755102, 0          , 0          , 5022        , 166.6456    , 539          , 36248640     , 26.84898, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 154.469387, 0          , 0          , 5022        , 166.6456    , 542          , 36450400     , 26.925  , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 204.081632, 0          , 0          , 5022        , 166.6456    , 542          , 36450400     , 26.925  , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 260.591836, 0          , 0          , 5022        , 166.6456    , 542          , 36450400     , 26.925  , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 324       , 0          , 0          , 5022        , 166.6456    , 601          , 40418170     , 28.38175, -1    
 , , ,250        , 20    
 , ,, , , ,20              
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 25        , 0          , 0          , 4921        , 131.523     , 34           , 2286591      , 6.68557 , -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 47.0204081, 0          , 0          , 4921        , 131.523     , 102          , 6859773      , 11.59294, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 75.9387755, 0          , 0          , 4921        , 131.523     , 260          , 17485690     , 18.55835, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 111.755102, 0          , 0          , 4921        , 131.523     , 690          , 46404260     , 30.45811, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 154.469387, 0          , 0          , 4921        , 131.523     , 690          , 46404260     , 30.45811, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 204.081632, 0          , 0          , 4921        , 131.523     , 690          , 46404260     , 30.45811, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 260.591836, 0          , 0          , 4921        , 131.523     , 875          , 58845840     , 34.4115 , -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 324       , 0          , 0          , 4921        , 131.523     , 1272         , 85544720     , 41.78934, -1    
 , ,, , , ,70              
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 25        , 0          , 0          , 4858        , 136.2315    , 23           , 1546809      , 5.497726, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 47.0204081, 0          , 0          , 4858        , 136.2315    , 81           , 5447456      , 10.32721, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 75.9387755, 0          , 0          , 4858        , 136.2315    , 266          , 17889160     , 18.77318, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 111.755102, 0          , 0          , 4858        , 136.2315    , 752          , 50573810     , 31.83181, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 154.469387, 0          , 0          , 4858        , 136.2315    , 752          , 50573810     , 31.83181, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 204.081632, 0          , 0          , 4858        , 136.2315    , 752          , 50573810     , 31.83181, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 260.591836, 0          , 0          , 4858        , 136.2315    , 803          , 54003650     , 32.92318, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 324       , 0          , 0          , 4858        , 136.2315    , 1157         , 77810710     , 39.77166, -1    
 , ,, , , ,120             
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 25        , 0          , 0          , 4876        , 140.0524    , 27           , 1815815      , 5.957034, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 47.0204081, 0          , 0          , 4876        , 140.0524    , 90           , 6052714      , 10.88748, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 75.9387755, 0          , 0          , 4876        , 140.0524    , 295          , 19839440     , 19.77982, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 111.755102, 0          , 0          , 4876        , 140.0524    , 747          , 50237450     , 31.72301, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 154.469387, 0          , 0          , 4876        , 140.0524    , 747          , 50237450     , 31.72301, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 204.081632, 0          , 0          , 4876        , 140.0524    , 747          , 50237450     , 31.72301, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 260.591836, 0          , 0          , 4876        , 140.0524    , 748          , 50304700     , 31.74479, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 324       , 0          , 0          , 4876        , 140.0524    , 1000         , 67252040     , 36.86989, -1    
 , ,, , , ,170             
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 25        , 0          , 0          , 4826        , 145.9711    , 35           , 2353826      , 6.783288, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 47.0204081, 0          , 0          , 4826        , 145.9711    , 106          , 7128731      , 11.81886, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 75.9387755, 0          , 0          , 4826        , 145.9711    , 353          , 23740010     , 21.65852, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 111.755102, 0          , 0          , 4826        , 145.9711    , 734          , 49363070     , 31.43855, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 154.469387, 0          , 0          , 4826        , 145.9711    , 735          , 49430310     , 31.46051, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 204.081632, 0          , 0          , 4826        , 145.9711    , 735          , 49430310     , 31.46051, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 260.591836, 0          , 0          , 4826        , 145.9711    , 735          , 49430310     , 31.46051, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 324       , 0          , 0          , 4826        , 145.9711    , 867          , 58307470     , 34.24895, -1    
 , ,, , , ,220             
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 25        , 0          , 0          , 4901        , 149.1851    , 43           , 2891835      , 7.519666, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 47.0204081, 0          , 0          , 4901        , 149.1851    , 110          , 7397721      , 12.0406 , -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 75.9387755, 0          , 0          , 4901        , 149.1851    , 392          , 26362790     , 22.83887, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 111.755102, 0          , 0          , 4901        , 149.1851    , 723          , 48623200     , 31.19604, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 154.469387, 0          , 0          , 4901        , 149.1851    , 723          , 48623200     , 31.19604, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 204.081632, 0          , 0          , 4901        , 149.1851    , 723          , 48623200     , 31.19604, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 260.591836, 0          , 0          , 4901        , 149.1851    , 723          , 48623200     , 31.19604, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 324       , 0          , 0          , 4901        , 149.1851    , 766          , 51514900     , 32.13469, -1    
 , ,, , , ,270             
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 25        , 0          , 0          , 5060        , 164.2828    , 56           , 3766103      , 8.58327 , -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 47.0204081, 0          , 0          , 5060        , 164.2828    , 155          , 10424040     , 14.30364, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 75.9387755, 0          , 0          , 5060        , 164.2828    , 451          , 30330600     , 24.52227, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 111.755102, 0          , 0          , 5060        , 164.2828    , 722          , 48555850     , 31.17391, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 154.469387, 0          , 0          , 5060        , 164.2828    , 722          , 48555850     , 31.17391, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 204.081632, 0          , 0          , 5060        , 164.2828    , 722          , 48555850     , 31.17391, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 260.591836, 0          , 0          , 5060        , 164.2828    , 722          , 48555850     , 31.17391, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 324       , 0          , 0          , 5060        , 164.2828    , 725          , 48757570     , 31.24026, -1    
 , ,, , , ,320             
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 25        , 0          , 0          , 5075        , 166.8728    , 48           , 3228081      , 7.945501, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 47.0204081, 0          , 0          , 5075        , 166.8728    , 146          , 9818748      , 13.88006, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 75.9387755, 0          , 0          , 5075        , 166.8728    , 474          , 31877320     , 25.14976, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 111.755102, 0          , 0          , 5075        , 166.8728    , 724          , 48690250     , 31.21816, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 154.469387, 0          , 0          , 5075        , 166.8728    , 726          , 48824720     , 31.26235, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 204.081632, 0          , 0          , 5075        , 166.8728    , 726          , 48824720     , 31.26235, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 260.591836, 0          , 0          , 5075        , 166.8728    , 726          , 48824720     , 31.26235, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 324       , 0          , 0          , 5075        , 166.8728    , 726          , 48824720     , 31.26235, -1    
 , , 2.21     
 , , ,150        , -20   
 , ,, , , ,20              
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 25        , 0          , 0          , 8           , .0006565856 , 792          , 53264270     , 32.69053, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 47.0204081, 0          , 0          , 8           , .0006565856 , 798          , 53667790     , 32.81761, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 75.9387755, 0          , 0          , 8           , .0006565856 , 798          , 53667790     , 32.81761, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 111.755102, 0          , 0          , 8           , .0006565856 , 838          , 56357760     , 33.65392, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 154.469387, 0          , 0          , 8           , .0006565856 , 1323         , 88975140     , 42.65897, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 204.081632, 0          , 0          , 8           , .0006565856 , 1921         , 129191300    , 51.98992, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 260.591836, 0          , 0          , 8           , .0006565856 , 2071         , 139278800    , 54.14047, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 324       , 0          , 0          , 8           , .0006565856 , 2158         , 145129400    , 55.36127, -1    
 , ,, , , ,70              
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 25        , 0          , 0          , 28          , .0007275819 , 778          , 52322650     , 32.39229, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 47.0204081, 0          , 0          , 28          , .0007275819 , 837          , 56290560     , 33.63324, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 75.9387755, 0          , 0          , 28          , .0007275819 , 852          , 57299330     , 33.94233, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 111.755102, 0          , 0          , 28          , .0007275819 , 852          , 57299330     , 33.94233, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 154.469387, 0          , 0          , 28          , .0007275819 , 979          , 65840360     , 36.46693, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 204.081632, 0          , 0          , 28          , .0007275819 , 1555         , 104576300    , 46.44899, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 260.591836, 0          , 0          , 28          , .0007275819 , 2029         , 136453400    , 53.54437, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 324       , 0          , 0          , 28          , .0007275819 , 2128         , 143111500    , 54.94237, -1    
 , ,, , , ,120             
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 25        , 0          , 0          , 5658        , 122.4482    , 622          , 41831160     , 28.88393, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 47.0204081, 0          , 0          , 5658        , 122.4482    , 785          , 52793200     , 32.54171, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 75.9387755, 0          , 0          , 5658        , 122.4482    , 850          , 57164620     , 33.90126, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 111.755102, 0          , 0          , 5658        , 122.4482    , 871          , 58576920     , 34.33031, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 154.469387, 0          , 0          , 5658        , 122.4482    , 893          , 60056470     , 34.77481, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 204.081632, 0          , 0          , 5658        , 122.4482    , 1190         , 80030340     , 40.35916, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 260.591836, 1          , .02222262  , 5662        , 121.0953    , 1702         , 114462200    , 48.73062, .51E10
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 120              , 301.25    , 55.05511, 449      , 0          , 324       , 10         , .1188992   , 5630        , 120.9258    , 2039         , 137126100    , 53.68671, .11E10
 , ,, , , ,170             
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 25        , 0          , 0          , 5482        , 126.7499    , 430          , 28918590     , 23.93588, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 47.0204081, 0          , 0          , 5482        , 126.7499    , 694          , 46673250     , 30.54841, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 75.9387755, 0          , 0          , 5482        , 126.7499    , 822          , 55281570     , 33.32163, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 111.755102, 0          , 0          , 5482        , 126.7499    , 882          , 59316710     , 34.55319, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 154.469387, 0          , 0          , 5482        , 126.7499    , 899          , 60460000     , 34.89518, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 204.081632, 0          , 0          , 5482        , 126.7499    , 1039         , 69875300     , 37.60841, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 260.591836, 6          , .0000223872, 5490        , 127.0808    , 1322         , 88907610     , 42.64206, .39E13
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 170              , 351.25    , 50.9879 , 449      , 0          , 324       , 23         , .004843937 , 5404        , 125.4544    , 1924         , 129389600    , 52.03354, .26E11
 , ,, , , ,220             
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 25        , 0          , 0          , 5201        , 131.7725    , 271          , 18225400     , 18.95041, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 47.0204081, 0          , 0          , 5201        , 131.7725    , 563          , 37863050     , 27.45167, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 75.9387755, 0          , 0          , 5201        , 131.7725    , 727          , 48892440     , 31.28442, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 111.755102, 0          , 0          , 5201        , 131.7725    , 838          , 56357440     , 33.65392, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 154.469387, 0          , 0          , 5201        , 131.7725    , 873          , 58711270     , 34.37093, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 204.081632, 0          , 0          , 5201        , 131.7725    , 914          , 61468600     , 35.19452, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 260.591836, 0          , 0          , 5201        , 131.7725    , 1178         , 79223130     , 40.14635, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 220              , 401.25    , 47.33967, 449      , 0          , 324       , 187        , 4.965627   , 5216        , 130.6165    , 1641         , 110360000    , 47.79385, .222E8
 , ,, , , ,270             
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 25        , 0          , 0          , 5000        , 135.2459    , 174          , 11701890     , 15.15984, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 47.0204081, 1          , .05579908  , 5000        , 135.2459    , 453          , 30465270     , 24.57743, .545E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 75.9387755, 2          , .06199662  , 5000        , 135.2459    , 651          , 43781210     , 29.56459, .706E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 111.755102, 2          , .06199662  , 5000        , 135.2459    , 783          , 52658500     , 32.49908, .849E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 154.469387, 2          , .06199662  , 5000        , 135.2459    , 856          , 57567910     , 34.02433, .928E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 204.081632, 2          , .06199662  , 5000        , 135.2459    , 888          , 59719930     , 34.67423, .963E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 260.591836, 2          , .06199662  , 5000        , 135.2459    , 1035         , 69605920     , 37.53324, .11E10
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 270              , 451.25    , 44.07418, 449      , 0          , 324       , 37         , .1366526   , 4925        , 130.4528    , 1298         , 87292940     , 42.23449, .638E9
 , ,, , , ,320             
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 25        , 0          , 0          , 4906        , 135.6536    , 138          , 9280794      , 13.49261, -1    
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 47.0204081, 1          , .04257458  , 4906        , 135.6536    , 388          , 26093830     , 22.72049, .612E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 75.9387755, 3          , .09045099  , 4906        , 135.6536    , 603          , 40553030     , 28.42993, .448E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 111.755102, 5          , .09580176  , 4906        , 135.6536    , 723          , 48623270     , 31.19604, .507E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 154.469387, 5          , .09580176  , 4906        , 135.6536    , 804          , 54070690     , 32.94426, .564E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 204.081632, 5          , .09580176  , 4906        , 135.6536    , 853          , 57366030     , 33.96284, .598E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 260.591836, 5          , .09580176  , 4906        , 135.6536    , 918          , 61737400     , 35.27397, .644E9
   .0004    ,         25, 2.21      , 150        , -20   , 106.25 , 320              , 501.25    , 41.15235, 449      , 0          , 324       , 5          , .09580176  , 4906        , 135.6536    , 1156         , 77743270     , 39.75374, .811E9
 , , ,150        , 0     
 , ,, , , ,20              
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 25        , 0          , 0          , 9           , .0003724758 , 343          , 23067790     , 21.34588, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 47.0204081, 0          , 0          , 9           , .0003724758 , 1549         , 104174900    , 46.35405, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 75.9387755, 0          , 0          , 9           , .0003724758 , 1755         , 118029000    , 49.53375, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 111.755102, 0          , 0          , 9           , .0003724758 , 1755         , 118029000    , 49.53375, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 154.469387, 0          , 0          , 9           , .0003724758 , 1761         , 118432500    , 49.62406, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 204.081632, 0          , 0          , 9           , .0003724758 , 2030         , 136523400    , 53.55862, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 260.591836, 0          , 0          , 9           , .0003724758 , 2195         , 147619900    , 55.87501, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 20               , 201.25    , 64.54284, 449      , 0          , 324       , 0          , 0          , 9           , .0003724758 , 2267         , 152462100    , 56.86593, -1    
 , ,, , , ,70              
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 25        , 0          , 0          , 35          , .0009396545 , 775          , 52120970     , 32.32806, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 47.0204081, 0          , 0          , 35          , .0009396545 , 1688         , 113522800    , 48.51683, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 75.9387755, 0          , 0          , 35          , .0009396545 , 1800         , 121055200    , 50.20818, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 111.755102, 0          , 0          , 35          , .0009396545 , 1801         , 121122400    , 50.22309, -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 154.469387, 0          , 0          , 35          , .0009396545 , 1803         , 121256900    , 50.2529 , -1    
   .0004    ,         25, 2.21      , 150        , 0     , 106.25 , 70               , 251.25    , 59.56932, 449      , 0          , 204.081632, 0          , 0          , 35          , .0009396545 , 1854         , 124686800    , 51.00887, -1    
