 250um cubic zirconia ball, TOP=(PDMS_CHAN_LENS)+(LENS_DIA); BOT=(PDMS_CHAN_LENS) 
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 10               , 2         , 90        , 12                  , 109            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 20               , 2         , 90        , 11                  , 119            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 30               , 2         , 90        , 13                  , 118            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 40               , 2         , 90        , 12                  , 113            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 50               , 2         , 90        , 13                  , 117            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 60               , 2         , 90        , 11                  , 106            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 70               , 2         , 90        , 12                  , 121            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 80               , 2         , 90        , 12                  , 120            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 90               , 2         , 90        , 11                  , 108            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 100              , 2         , 90        , 9                   , 124            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 110              , 2         , 90        , 10                  , 108            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 120              , 2         , 90        , 11                  , 103            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 130              , 2         , 90        , 9                   , 113            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 140              , 2         , 90        , 8                   , 112            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 150              , 2         , 90        , 8                   , 111            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 160              , 2         , 90        , 11                  , 124            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 170              , 2         , 90        , 7                   , 125            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 180              , 2         , 90        , 6                   , 122            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 190              , 2         , 90        , 6                   , 115            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 200              , 2         , 90        , 5                   , 121            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 210              , 2         , 90        , 5                   , 111            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 220              , 2         , 90        , 5                   , 114            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 230              , 2         , 90        , 4                   , 101            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 240              , 2         , 90        , 6                   , 120            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 250              , 2         , 90        , 4                   , 119            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 260              , 2         , 90        , 4                   , 120            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 270              , 2         , 90        , 4                   , 103            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 280              , 2         , 90        , 5                   , 103            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 290              , 2         , 90        , 4                   , 110            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 300              , 2         , 90        , 4                   , 99             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 300              , 2         , 90        , 4                   , 99             
 250um cubic zirconia ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 10               , 2         , 60        , 7                   , 41             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 20               , 2         , 60        , 5                   , 38             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 30               , 2         , 60        , 6                   , 57             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 40               , 2         , 60        , 5                   , 63             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 50               , 2         , 60        , 7                   , 69             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 60               , 2         , 60        , 5                   , 70             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 70               , 2         , 60        , 5                   , 86             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 80               , 2         , 60        , 5                   , 94             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 90               , 2         , 60        , 4                   , 88             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 100              , 2         , 60        , 4                   , 108            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 110              , 2         , 60        , 4                   , 93             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 120              , 2         , 60        , 5                   , 91             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 130              , 2         , 60        , 3                   , 105            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 140              , 2         , 60        , 4                   , 97             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 150              , 2         , 60        , 4                   , 101            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 160              , 2         , 60        , 4                   , 119            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 170              , 2         , 60        , 4                   , 121            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 180              , 2         , 60        , 5                   , 118            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 190              , 2         , 60        , 5                   , 105            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 200              , 2         , 60        , 4                   , 119            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 210              , 2         , 60        , 4                   , 104            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 220              , 2         , 60        , 4                   , 114            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 230              , 2         , 60        , 3                   , 96             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 240              , 2         , 60        , 5                   , 119            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 250              , 2         , 60        , 4                   , 119            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 260              , 2         , 60        , 4                   , 118            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 270              , 2         , 60        , 4                   , 97             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 280              , 2         , 60        , 4                   , 97             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 290              , 2         , 60        , 4                   , 108            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 300              , 2         , 60        , 4                   , 95             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 20               , 2         , 60        , 5                   , 38             
 250um cubic zirconia ball - verifying bfl effecacy
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 2.177     , 250        , 182.14 , 57.145 ,17.14524765729586 , 160              , 2         , 60        , 5                   , 62             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,21.14524765729586 , 160              , 2         , 60        , 5                   , 61             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,25.14524765729586 , 160              , 2         , 60        , 5                   , 64             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,29.14524765729586 , 160              , 2         , 60        , 5                   , 61             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,33.14524765729586 , 160              , 2         , 60        , 4                   , 90             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,37.14524765729586 , 160              , 2         , 60        , 4                   , 94             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,41.14524765729586 , 160              , 2         , 60        , 4                   , 99             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,45.14524765729586 , 160              , 2         , 60        , 4                   , 100            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,49.14524765729586 , 160              , 2         , 60        , 5                   , 97             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,53.14524765729586 , 160              , 2         , 60        , 4                   , 120            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,57.14524765729586 , 160              , 2         , 60        , 4                   , 119            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,61.14524765729586 , 160              , 2         , 60        , 4                   , 99             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,65.14524765729586 , 160              , 2         , 60        , 4                   , 116            
 .59       , 2.177     , 250        , 182.14 , 57.145 ,69.14524765729586 , 160              , 2         , 60        , 4                   , 94             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,73.14524765729586 , 160              , 2         , 60        , 4                   , 98             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,77.14524765729586 , 160              , 2         , 60        , 5                   , 94             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,81.14524765729586 , 160              , 2         , 60        , 5                   , 83             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,85.14524765729586 , 160              , 2         , 60        , 4                   , 85             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,89.14524765729586 , 160              , 2         , 60        , 4                   , 79             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,93.14524765729586 , 160              , 2         , 60        , 4                   , 76             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,97.14524765729586 , 160              , 2         , 60        , 4                   , 69             
 .59       , 2.177     , 250        , 182.14 , 57.145 ,21.14524765729586 , 160              , 2         , 60        , 5                   , 61             
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 10        , 3                   , 2              
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 20        , 5                   , 7              
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 30        , 15                  , 12             
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 40        , 29                  , 37             
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 50        , 38                  , 70             
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 60        , 50                  , 121            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 70        , 64                  , 203            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 80        , 80                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 90        , 102                 , 386            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 100       , 129                 , 388            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 110       , 146                 , 388            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 120       , 167                 , 392            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 130       , 189                 , 394            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 140       , 219                 , 400            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 150       , 251                 , 412            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 160       , 287                 , 434            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 170       , 325                 , 506            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 180       , 368                 , 510            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 190       , 401                 , 511            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 200       , 446                 , 543            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 210       , 492                 , 579            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 100       , 129                 , 388            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 107.5     , 143                 , 388            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 115       , 155                 , 390            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 122.5     , 172                 , 393            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 130       , 189                 , 394            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 137.5     , 210                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 145       , 234                 , 407            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 152.5     , 261                 , 416            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 160       , 287                 , 434            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 167.5     , 317                 , 484            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 175       , 346                 , 510            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 182.5     , 374                 , 510            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 190       , 401                 , 511            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 197.5     , 434                 , 534            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 205       , 467                 , 562            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 212.5     , 500                 , 587            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 220       , 525                 , 622            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 227.5     , 545                 , 655            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 235       , 572                 , 689            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 242.5     , 595                 , 726            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 250       , 636                 , 758            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 257.5     , 667                 , 786            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 265       , 701                 , 828            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 272.5     , 732                 , 857            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 280       , 754                 , 894            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 287.5     , 786                 , 925            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 295       , 815                 , 949            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 20               , 2         , 302.5     , 850                 , 971            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 60        , 39                  , 225            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 62        , 39                  , 255            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 64        , 41                  , 285            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 66        , 43                  , 319            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 68        , 44                  , 348            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 70        , 49                  , 374            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 72        , 53                  , 390            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 74        , 54                  , 394            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 76        , 58                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 78        , 60                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 80        , 61                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 82        , 65                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 84        , 68                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 86        , 69                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 88        , 70                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 90        , 75                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 92        , 80                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 94        , 83                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 96        , 87                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 98        , 91                  , 395            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 100       , 92                  , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 102       , 94                  , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 104       , 100                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 106       , 108                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 108       , 109                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 110       , 114                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 112       , 118                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 114       , 120                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 116       , 125                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 118       , 128                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 120       , 130                 , 396            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 100              , 2         , 61        , 39                  , 241            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 75        , 76                  , 253            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 19.6666666666666 , 2         , 75        , 71                  , 260            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 29.3333333333333 , 2         , 75        , 72                  , 306            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 39               , 2         , 75        , 71                  , 317            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 48.6666666666666 , 2         , 75        , 65                  , 357            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 58.3333333333333 , 2         , 75        , 64                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 68               , 2         , 75        , 61                  , 357            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 77.6666666666666 , 2         , 75        , 60                  , 389            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 87.3333333333333 , 2         , 75        , 57                  , 368            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 97               , 2         , 75        , 55                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 106.666666666666 , 2         , 75        , 53                  , 389            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 116.333333333333 , 2         , 75        , 55                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 126              , 2         , 75        , 56                  , 387            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 135.666666666666 , 2         , 75        , 50                  , 383            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 75        , 47                  , 363            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 155              , 2         , 75        , 46                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 164.666666666666 , 2         , 75        , 44                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 174.333333333333 , 2         , 75        , 43                  , 380            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 184              , 2         , 75        , 42                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 193.666666666666 , 2         , 75        , 44                  , 381            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 203.333333333333 , 2         , 75        , 40                  , 376            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 213              , 2         , 75        , 39                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 222.666666666666 , 2         , 75        , 41                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 232.333333333333 , 2         , 75        , 41                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 242              , 2         , 75        , 40                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 251.666666666666 , 2         , 75        , 42                  , 365            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 261.333333333333 , 2         , 75        , 46                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 271              , 2         , 75        , 42                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 280.666666666666 , 2         , 75        , 42                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 290.333333333333 , 2         , 75        , 43                  , 361            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 300              , 2         , 75        , 37                  , 372            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 75        , 76                  , 253            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 70        , 69                  , 196            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 19.6666666666666 , 2         , 70        , 67                  , 211            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 29.3333333333333 , 2         , 70        , 67                  , 221            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 39               , 2         , 70        , 63                  , 239            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 48.6666666666666 , 2         , 70        , 59                  , 260            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 58.3333333333333 , 2         , 70        , 59                  , 282            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 68               , 2         , 70        , 56                  , 287            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 77.6666666666666 , 2         , 70        , 53                  , 335            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 87.3333333333333 , 2         , 70        , 52                  , 332            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 97               , 2         , 70        , 49                  , 352            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 106.666666666666 , 2         , 70        , 45                  , 374            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 116.333333333333 , 2         , 70        , 46                  , 363            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 126              , 2         , 70        , 47                  , 383            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 135.666666666666 , 2         , 70        , 43                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 70        , 43                  , 361            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 155              , 2         , 70        , 42                  , 371            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 164.666666666666 , 2         , 70        , 39                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 174.333333333333 , 2         , 70        , 38                  , 380            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 184              , 2         , 70        , 39                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 193.666666666666 , 2         , 70        , 40                  , 380            
