 250um cubic zirconia ball, TOP=(PDMS_CHAN_LENS)+(LENS_DIA); BOT=(PDMS_CHAN_LENS) 
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 203.333333333333 , 2         , 70        , 38                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 213              , 2         , 70        , 39                  , 372            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 222.666666666666 , 2         , 70        , 41                  , 374            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 232.333333333333 , 2         , 70        , 41                  , 378            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 242              , 2         , 70        , 38                  , 372            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 251.666666666666 , 2         , 70        , 40                  , 364            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 261.333333333333 , 2         , 70        , 42                  , 368            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 271              , 2         , 70        , 38                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 280.666666666666 , 2         , 70        , 38                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 290.333333333333 , 2         , 70        , 41                  , 361            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 300              , 2         , 70        , 33                  , 371            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 70        , 69                  , 196            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 80        , 85                  , 343            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 19.6666666666666 , 2         , 80        , 83                  , 356            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 29.3333333333333 , 2         , 80        , 83                  , 380            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 39               , 2         , 80        , 78                  , 376            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 48.6666666666666 , 2         , 80        , 71                  , 389            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 58.3333333333333 , 2         , 80        , 69                  , 385            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 68               , 2         , 80        , 69                  , 365            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 77.6666666666666 , 2         , 80        , 66                  , 391            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 87.3333333333333 , 2         , 80        , 62                  , 371            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 97               , 2         , 80        , 61                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 106.666666666666 , 2         , 80        , 59                  , 389            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 116.333333333333 , 2         , 80        , 60                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 126              , 2         , 80        , 60                  , 387            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 135.666666666666 , 2         , 80        , 55                  , 383            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 80        , 54                  , 363            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 155              , 2         , 80        , 54                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 164.666666666666 , 2         , 80        , 53                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 174.333333333333 , 2         , 80        , 52                  , 380            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 184              , 2         , 80        , 46                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 193.666666666666 , 2         , 80        , 47                  , 382            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 203.333333333333 , 2         , 80        , 43                  , 377            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 213              , 2         , 80        , 44                  , 374            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 222.666666666666 , 2         , 80        , 44                  , 376            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 232.333333333333 , 2         , 80        , 44                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 242              , 2         , 80        , 43                  , 376            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 251.666666666666 , 2         , 80        , 42                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 261.333333333333 , 2         , 80        , 46                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 271              , 2         , 80        , 42                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 280.666666666666 , 2         , 80        , 43                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 290.333333333333 , 2         , 80        , 45                  , 364            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 300              , 2         , 80        , 41                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 80        , 85                  , 343            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 60        , 51                  , 123            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 19.6666666666666 , 2         , 60        , 53                  , 135            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 29.3333333333333 , 2         , 60        , 48                  , 143            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 39               , 2         , 60        , 47                  , 148            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 48.6666666666666 , 2         , 60        , 44                  , 157            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 58.3333333333333 , 2         , 60        , 42                  , 176            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 68               , 2         , 60        , 42                  , 164            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 77.6666666666666 , 2         , 60        , 42                  , 192            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 87.3333333333333 , 2         , 60        , 39                  , 178            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 97               , 2         , 60        , 39                  , 204            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 106.666666666666 , 2         , 60        , 39                  , 235            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 116.333333333333 , 2         , 60        , 40                  , 239            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 126              , 2         , 60        , 40                  , 259            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 135.666666666666 , 2         , 60        , 38                  , 279            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 60        , 37                  , 246            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 155              , 2         , 60        , 37                  , 285            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 164.666666666666 , 2         , 60        , 36                  , 296            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 174.333333333333 , 2         , 60        , 34                  , 311            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 184              , 2         , 60        , 35                  , 295            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 193.666666666666 , 2         , 60        , 34                  , 335            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 203.333333333333 , 2         , 60        , 32                  , 327            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 213              , 2         , 60        , 32                  , 339            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 222.666666666666 , 2         , 60        , 33                  , 335            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 232.333333333333 , 2         , 60        , 33                  , 350            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 242              , 2         , 60        , 31                  , 348            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 251.666666666666 , 2         , 60        , 30                  , 334            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 261.333333333333 , 2         , 60        , 31                  , 350            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 271              , 2         , 60        , 28                  , 348            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 280.666666666666 , 2         , 60        , 28                  , 354            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 290.333333333333 , 2         , 60        , 30                  , 343            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 300              , 2         , 60        , 27                  , 358            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 60        , 51                  , 123            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 90        , 110                 , 392            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 19.6666666666666 , 2         , 90        , 106                 , 382            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 29.3333333333333 , 2         , 90        , 101                 , 384            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 39               , 2         , 90        , 98                  , 377            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 48.6666666666666 , 2         , 90        , 91                  , 389            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 58.3333333333333 , 2         , 90        , 90                  , 387            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 68               , 2         , 90        , 87                  , 365            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 77.6666666666666 , 2         , 90        , 81                  , 391            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 87.3333333333333 , 2         , 90        , 77                  , 371            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 97               , 2         , 90        , 71                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 106.666666666666 , 2         , 90        , 72                  , 389            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 116.333333333333 , 2         , 90        , 71                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 126              , 2         , 90        , 70                  , 387            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 135.666666666666 , 2         , 90        , 67                  , 383            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 90        , 65                  , 363            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 155              , 2         , 90        , 64                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 164.666666666666 , 2         , 90        , 62                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 174.333333333333 , 2         , 90        , 61                  , 380            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 184              , 2         , 90        , 59                  , 371            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 193.666666666666 , 2         , 90        , 59                  , 382            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 203.333333333333 , 2         , 90        , 58                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 213              , 2         , 90        , 56                  , 377            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 222.666666666666 , 2         , 90        , 55                  , 378            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 232.333333333333 , 2         , 90        , 55                  , 381            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 242              , 2         , 90        , 54                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 251.666666666666 , 2         , 90        , 56                  , 370            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 261.333333333333 , 2         , 90        , 56                  , 374            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 271              , 2         , 90        , 48                  , 374            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 280.666666666666 , 2         , 90        , 48                  , 377            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 290.333333333333 , 2         , 90        , 53                  , 365            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 300              , 2         , 90        , 47                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 90        , 65                  , 363            
 250um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 10               , 2         , 100       , 133                 , 394            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 19.6666666666666 , 2         , 100       , 132                 , 382            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 29.3333333333333 , 2         , 100       , 131                 , 386            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 39               , 2         , 100       , 122                 , 380            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 48.6666666666666 , 2         , 100       , 114                 , 390            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 58.3333333333333 , 2         , 100       , 112                 , 387            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 68               , 2         , 100       , 107                 , 368            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 77.6666666666666 , 2         , 100       , 101                 , 392            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 87.3333333333333 , 2         , 100       , 90                  , 371            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 97               , 2         , 100       , 88                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 106.666666666666 , 2         , 100       , 89                  , 389            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 116.333333333333 , 2         , 100       , 89                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 126              , 2         , 100       , 88                  , 387            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 135.666666666666 , 2         , 100       , 83                  , 383            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 100       , 79                  , 363            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 155              , 2         , 100       , 75                  , 375            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 164.666666666666 , 2         , 100       , 73                  , 369            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 174.333333333333 , 2         , 100       , 71                  , 381            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 184              , 2         , 100       , 66                  , 372            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 193.666666666666 , 2         , 100       , 69                  , 384            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 203.333333333333 , 2         , 100       , 68                  , 380            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 213              , 2         , 100       , 64                  , 378            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 222.666666666666 , 2         , 100       , 65                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 232.333333333333 , 2         , 100       , 64                  , 381            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 242              , 2         , 100       , 62                  , 379            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 251.666666666666 , 2         , 100       , 64                  , 373            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 261.333333333333 , 2         , 100       , 65                  , 376            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 271              , 2         , 100       , 59                  , 376            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 280.666666666666 , 2         , 100       , 60                  , 381            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 290.333333333333 , 2         , 100       , 61                  , 371            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 300              , 2         , 100       , 57                  , 382            
 .59       , 1.768     , 250        , 326.92 , 201.92 ,201.9230769230769 , 145.333333333333 , 2         , 100       , 79                  , 363            
 150um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 10        , 4                   , 15             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 19.75     , 12                  , 42             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 29.5      , 32                  , 109            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 39.25     , 41                  , 263            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 49        , 65                  , 359            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 58.75     , 87                  , 359            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 68.5      , 123                 , 359            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 78.25     , 150                 , 359            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 88        , 182                 , 360            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 97.75     , 217                 , 365            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 107.5     , 269                 , 366            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 117.25    , 324                 , 373            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 127       , 372                 , 388            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 136.75    , 434                 , 443            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 146.5     , 489                 , 497            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 156.25    , 529                 , 559            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 166       , 580                 , 631            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 175.75    , 644                 , 694            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 185.5     , 704                 , 758            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 195.25    , 758                 , 817            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 205       , 812                 , 873            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 214.75    , 878                 , 933            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 224.5     , 930                 , 993            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 234.25    , 996                 , 1045           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 244       , 1050                , 1106           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 253.75    , 1122                , 1161           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 263.5     , 1178                , 1217           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 273.25    , 1225                , 1269           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 283       , 1273                , 1322           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 292.75    , 1325                , 1375           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 302.5     , 1373                , 1416           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 312.25    , 1419                , 1449           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 322       , 1465                , 1481           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 331.75    , 1477                , 1505           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 341.5     , 1488                , 1523           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 351.25    , 1491                , 1529           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 361       , 1493                , 1533           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 370.75    , 1495                , 1536           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 380.5     , 1497                , 1538           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 390.25    , 1498                , 1538           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 400       , 1498                , 1540           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , 2         , 10        , 4                   , 15             
 150um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 10        , 4                   , 10             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 19.75     , 14                  , 38             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 29.5      , 34                  , 91             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 39.25     , 50                  , 220            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 49        , 75                  , 369            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 58.75     , 105                 , 370            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 68.5      , 140                 , 370            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 78.25     , 170                 , 371            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 88        , 208                 , 372            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 97.75     , 260                 , 372            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 107.5     , 312                 , 374            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 117.25    , 371                 , 378            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 127       , 435                 , 430            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 136.75    , 496                 , 476            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 146.5     , 547                 , 540            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 156.25    , 603                 , 593            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 166       , 673                 , 655            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 175.75    , 731                 , 709            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 185.5     , 789                 , 762            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 195.25    , 856                 , 828            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 205       , 925                 , 887            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 214.75    , 999                 , 956            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 224.5     , 1057                , 1018           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 234.25    , 1131                , 1078           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 244       , 1192                , 1118           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 253.75    , 1243                , 1174           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 263.5     , 1295                , 1233           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 273.25    , 1352                , 1287           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 283       , 1411                , 1323           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 292.75    , 1449                , 1373           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 302.5     , 1485                , 1403           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 312.25    , 1497                , 1426           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 322       , 1508                , 1438           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 331.75    , 1512                , 1445           
