  
 LENS DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 100              , 558.333333, 38.09016, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,110             
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 110              , 568.333333, 37.60974, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,120             
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 120              , 578.333333, 37.13955, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,130             
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 130              , 588.333333, 36.67933, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,140             
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 140              , 598.333333, 36.22883, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,150             
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 150              , 608.333333, 35.7878 , 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,160             
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 160              , 618.333333, 35.35598, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,170             
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 170              , 628.333333, 34.93315, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,180             
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 180              , 638.333333, 34.51907, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,190             
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 190              , 648.333333, 34.11351, 449      , 0          , 324       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 , ,, , ,200             
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
 .0004    ,         10, 1.76      , 250        , 333.33 , 200              , 658.333333, 33.71626, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 732          , 19691310     , 31.39458, -1    
