 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 53.99949, 265      , 100        , 40        , 0           , 464     , 11.762787085 , 24.878764, 0         , 0     
 , , 2.1       , 150        ,  , , , , , , , , , , 60        
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 55.95823, 285      , 100        , 60        , 0           , 875     , 16.784034347 , 34.411508, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 10               , 202.537313, -1          , 2         , 54.60022, 285      , 100        , 60        , 0           , 878     , 15.929526745 , 34.472292, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 20               , 212.537313, -1          , 2         , 53.28645, 285      , 100        , 60        , 0           , 854     , 15.506527812 , 33.983353, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 30               , 222.537313, -1          , 2         , 52.01611, 285      , 100        , 60        , 0           , 859     , 15.071960802 , 34.085724, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 40               , 232.537313, -1          , 2         , 50.78829, 285      , 100        , 60        , 0           , 863     , 14.349957269 , 34.167425, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 50               , 242.537313, -1          , 2         , 49.60194, 285      , 100        , 60        , 0           , 877     , 13.975282859 , 34.452041, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 60               , 252.537313, -1          , 2         , 48.45598, 285      , 100        , 60        , 0           , 814     , 13.687685703 , 33.154383, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 70               , 262.537313, -1          , 2         , 47.34923, 285      , 100        , 60        , 0           , 899     , 13.344476714 , 34.89518 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 80               , 272.537313, -1          , 2         , 46.28052, 285      , 100        , 60        , 0           , 889     , 13.043245378 , 34.694367, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 90               , 282.537313, -1          , 2         , 45.24861, 285      , 100        , 60        , 0           , 833     , 12.525389579 , 33.550399, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 100              , 292.537313, -1          , 2         , 44.25228, 285      , 100        , 60        , 0           , 828     , 11.985551371 , 33.446586, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 110              , 302.537313, -1          , 2         , 43.29029, 285      , 100        , 60        , 0           , 832     , 11.706443192 , 33.529659, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 120              , 312.537313, -1          , 2         , 42.3614 , 285      , 100        , 60        , 0           , 851     , 11.362596283 , 33.921801, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 130              , 322.537313, -1          , 2         , 41.46441, 285      , 100        , 60        , 0           , 829     , 10.947985488 , 33.467371, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 140              , 332.537313, -1          , 2         , 40.59811, 285      , 100        , 60        , 0           , 875     , 10.765469991 , 34.411508, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 150              , 342.537313, -1          , 2         , 39.76134, 285      , 100        , 60        , 0           , 821     , 10.263095898 , 33.300768, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 160              , 352.537313, -1          , 2         , 38.95294, 285      , 100        , 60        , 0           , 870     , 10.133655449 , 34.309992, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 170              , 362.537313, -1          , 2         , 38.1718 , 285      , 100        , 60        , 0           , 809     , 9.8697369311 , 33.04947 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 180              , 372.537313, -1          , 2         , 37.41685, 285      , 100        , 60        , 0           , 815     , 9.4602043276 , 33.17533 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 190              , 382.537313, -1          , 2         , 36.68704, 285      , 100        , 60        , 0           , 817     , 9.4602043276 , 33.217189, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 200              , 392.537313, -1          , 2         , 35.98136, 285      , 100        , 60        , 0           , 797     , 9.3902290831 , 32.796467, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 210              , 402.537313, -1          , 2         , 35.29883, 285      , 100        , 60        , 0           , 829     , 9.1050003968 , 33.467371, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 220              , 412.537313, -1          , 2         , 34.63852, 285      , 100        , 60        , 0           , 804     , 9.0322982035 , 32.944262, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 230              , 422.537313, -1          , 2         , 33.99953, 285      , 100        , 60        , 0           , 790     , 8.8106229698 , 32.648078, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 240              , 432.537313, -1          , 2         , 33.38099, 285      , 100        , 60        , 0           , 819     , 8.4283225817 , 33.259002, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 250              , 442.537313, -1          , 2         , 32.78208, 285      , 100        , 60        , 0           , 751     , 8.4283225817 , 31.810077, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 260              , 452.537313, -1          , 2         , 32.20199, 285      , 100        , 60        , 0           , 763     , 8.1904461385 , 32.070004, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 270              , 462.537313, -1          , 2         , 31.63998, 285      , 100        , 60        , 0           , 763     , 8.2704931856 , 32.070004, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 280              , 472.537313, -1          , 2         , 31.09531, 285      , 100        , 60        , 0           , 746     , 7.9455011611 , 31.701211, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 290              , 482.537313, -1          , 2         , 30.56728, 285      , 100        , 60        , 0           , 718     , 7.6928124515 , 31.085253, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 300              , 492.537313, -1          , 2         , 30.05523, 285      , 100        , 60        , 0           , 723     , 7.6067293468 , 31.196046, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 55.95823, 285      , 100        , 60        , 0           , 875     , 16.784034347 , 34.411508, 0         , 0     
 , , 2.1       , 150        ,  , , , , , , , , , , 80        
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 57.73701, 305      , 100        , 80        , 0           , 860     , 22.361783997 , 34.106165, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 10               , 202.537313, -1          , 2         , 56.41358, 305      , 100        , 80        , 0           , 840     , 21.440134323 , 33.695262, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 20               , 212.537313, -1          , 2         , 55.12953, 305      , 100        , 80        , 0           , 836     , 20.804142439 , 33.61255 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 30               , 222.537313, -1          , 2         , 53.88436, 305      , 100        , 80        , 0           , 865     , 19.575638113 , 34.208212, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 40               , 232.537313, -1          , 2         , 52.67747, 305      , 100        , 80        , 0           , 825     , 18.844265855 , 33.384161, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 50               , 242.537313, -1          , 2         , 51.50812, 305      , 100        , 80        , 0           , 887     , 18.413792442 , 34.654082, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 60               , 252.537313, -1          , 2         , 50.37554, 305      , 100        , 80        , 0           , 842     , 17.67387714  , 33.73655 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 70               , 262.537313, -1          , 2         , 49.27885, 305      , 100        , 80        , 0           , 835     , 16.503980742 , 33.591844, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 80               , 272.537313, -1          , 2         , 48.21714, 305      , 100        , 80        , 0           , 841     , 15.929526745 , 33.715912, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 90               , 282.537313, -1          , 2         , 47.18946, 305      , 100        , 80        , 0           , 846     , 15.677062517 , 33.818994, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 100              , 292.537313, -1          , 2         , 46.19483, 305      , 100        , 80        , 0           , 879     , 15.377416498 , 34.492532, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 110              , 302.537313, -1          , 2         , 45.23225, 305      , 100        , 80        , 0           , 831     , 15.027829433 , 33.508908, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 120              , 312.537313, -1          , 2         , 44.30071, 305      , 100        , 80        , 0           , 893     , 14.57934     , 34.774814, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 130              , 322.537313, -1          , 2         , 43.39921, 305      , 100        , 80        , 0           , 838     , 14.533746901 , 33.653928, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 140              , 332.537313, -1          , 2         , 42.52674, 305      , 100        , 80        , 0           , 836     , 13.639174766 , 33.61255 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 150              , 342.537313, -1          , 2         , 41.68231, 305      , 100        , 80        , 0           , 838     , 13.590493966 , 33.653928, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 160              , 352.537313, -1          , 2         , 40.86493, 305      , 100        , 80        , 0           , 828     , 13.194705452 , 33.446586, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 170              , 362.537313, -1          , 2         , 40.07365, 305      , 100        , 80        , 0           , 847     , 13.294737068 , 33.839578, 0         , 0     
